Word,Label
RTC,O
here,O
in,O
6,O
months,O
HPI:,O
****,O
*,O
**,O
"(********),",O
70,O
y.o.,O
year,O
old,O
female,O
from,O
********,O
:,O
Taking,B-DRUG USE
Timolol,B-DRUG
OU,B-ROUTE
qam.,B-FREQUENCY
AT's,B-DRUG
OU,B-ROUTE
prn.,B-FREQUENCY
Vision,O
in,O
left,O
eye,O
seems,O
like,O
it's,O
getting,O
worse,O
in,O
the,O
nasal,O
peri.,O
It's,O
achy,O
sometimes.,O
Assessment,O
&,O
Plan:,O
73,O
y.o.,O
female,O
Primary,O
open,O
angle,O
glaucoma,O
(POAG),O
of,O
both,O
"eyes,",O
indeterminate,O
stage,O
OD,O
,O
s/p,O
Express,O
trabeculectomy/PCIOL,O
OD,O
****,O
****,O
OS,O
s/p,O
*****,O
with,O
MMC,O
**,O
**/**/**,O
,O
,O
IOP,O
higher,O
"OU,",O
massage,O
down,O
2/4mmHg,O
,O
,O
start,O
once,O
daily,O
massage,O
(not,O
to,O
use,O
long,O
term),O
for,O
1,O
month,O
,O
,B-DRUG USE
start,B-DRUG
cosopt,B-ROUTE
OU,B-FREQUENCY
BID,I-FREQUENCY
,O
,O
patient,O
seeing,O
Dr.,O
***,O
in,O
1,O
"month,",O
will,O
check,O
IOP,O
HPI,O
(Edited,O
by,O
physician):6,O
month,O
f/u,O
New,O
***,O
rx,O
with,O
improvement,O
in,O
vision.,O
Denies,O
any,O
eye,O
pain/discomfort.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
Prednisolone,B-DRUG
1x/day,B-FREQUENCY
OS,B-ROUTE
,O
,B-DRUG STOP
stopped,I-DRUG STOP
3,O
4,O
months,O
ago,O
per,O
Dr.***.,O
Chief,O
Complaint:,O
Follow,O
up,O
visit,O
HPI,O
(Edited,O
by,O
physician):1,O
month,O
States,O
that,O
vision,O
is,O
decreasing.,O
***,O
*****,O
working,O
as,O
well,O
for,O
him.,O
Denies,O
any,O
eye,O
pain.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
Cosopt,B-DRUG
BID,B-FREQUENCY
OD,B-ROUTE
,O
,O
8am,O
Assessment,O
1.,O
Mild,O
primary,O
open,O
angle,O
glaucoma,O
vs,O
high,O
risk,O
glaucoma,O
"suspect,",O
both,O
eyes,O
,O
,O
Last,O
HVF,O
*/**/****,O
**,O
*:,O
defect,O
OS,O
confirming,O
24,O
2,O
paracentral,O
spots,O
,O
,O
Last,O
***,O
*/**/****:,O
stable,O
,O
,O
Photo,O
*/**/****,O
,O
,O
Gonio,O
*/**/****,O
,O
,B-DRUG STOP
stop,B-DRUG
"dorzolamide,",I-DRUG
defer,O
drops,O
unless,O
***,O
shows,O
progression,O
,O
,B-***
IOP,I-***
same,I-***
on,I-***
"latanoprost,",I-DRUG
unable,O
to,O
tolerate,B-DRUG
dorzolamide,I-DRUG
due,O
to,B-***
burning,I-***
,O
,O
ONH,O
very,O
suspicious,O
matching,O
***.,O
,O
,O
monitor,O
off,O
eyedrop.,O
Ok,O
to,O
proceed,O
with,O
PRK,O
Glaucoma,O
Diagnosis:,O
Pseudoexfoliation,O
glaucoma,O
(PXF),O
OS>OD,O
HPI:,O
*******,O
******,O
is,O
a,O
80,O
y.o.,O
male,O
here,O
with,O
wife,O
Per,O
Dr.,O
*****,O
notes:,O
Diagnosed,O
around,O
2002,O
w/,O
IOP,O
in,O
the,O
40s.,O
****,O
treated,O
w/,O
drops,O
and,O
multiple,O
surgeries.,O
No,O
eye,O
pain.,O
States,O
that,O
right,O
eye,O
vision,O
is,O
"stable,",O
OS,O
fluctuates.,O
*****,O
3,O
year,O
old,O
SV,O
glasses.,O
Good,B-ADHERENCE
drop,I-ADHERENCE
compliance.,I-ADHERENCE
****,O
recently,O
have,O
been,O
running,O
"~18OD,",O
~**,O
**,O
**.,O
MD,O
HPI:,O
Glaucoma/****,O
have,O
been,O
"stable,",O
but,O
he'd,O
like,O
to,O
address,O
his,O
history,O
of,O
CME,O
OS,O
due,O
to,O
his,O
history,O
of,O
uveitis.,O
No,O
eye,O
"pain,",O
no,O
photophobia.,O
Eye,B-DRUG USE
medications:,I-DRUG USE
Timolol,B-DRUG
QAM,B-FREQUENCY
OU,B-ROUTE
Azopt,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
Latanoprost,B-DRUG
QHS,B-FREQUENCY
OD,B-ROUTE
,O
,O
9:30pm,O
Rhopressa,B-DRUG
Qday,B-FREQUENCY
OD,B-ROUTE
,O
,O
9:30pm,O
Prednisolone,B-DRUG
BID,B-FREQUENCY
OS,B-ROUTE
,O
,O
9am,O
Systane,B-DRUG
gel,I-DRUG
qam,B-FREQUENCY
OS,B-ROUTE
Subjective,O
Chief,O
Complaint:,O
Follow,O
up,O
visit,O
HPI:,O
1,O
month,O
f/u,O
C/o,O
of,O
double,O
vision,O
worsening,O
"""shadow""",O
when,O
looking,O
at,O
"objects,",O
notices,O
more,O
far,O
away.,O
Also,O
states,O
that,O
when,O
he,O
closes,O
one,O
eye,O
at,O
a,O
time,O
he,O
notices,O
images,O
at,O
a,O
different,O
level.,O
Occasional,O
ache,O
OD,O
that,O
comes,O
and,O
goes.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
Atropine,B-DRUG
qday,B-FREQUENCY
OD,B-ROUTE
,O
**,O
midnight,O
Systane,B-DRUG
OU,B-ROUTE
PRN,B-FREQUENCY
No,O
occupation,O
listed.,O
Chief,O
Complaint:,O
Follow,O
up,O
visit,O
HPI:,O
3,O
months,O
+,O
HVF,O
Kidney,O
stones,O
since,O
last,O
visit,O
and,O
vertigo,O
,O
,O
says,O
all,O
hit,O
him,O
at,O
once,O
in,O
the,O
last,O
3,O
months,O
,O
,O
says,O
not,O
on,O
new,O
meds,O
now.,O
States,O
that,O
vision,O
has,O
gotten,O
worse,O
at,O
near,O
"**,",O
fluctuates,O
a,O
lot,O
through,O
the,O
day.,O
States,O
that,O
eyes,O
are,O
itching.,O
No,O
eye,O
pain.,O
Good,B-ADHERENCE
drop,I-ADHERENCE
compliance.,I-ADHERENCE
Eye,B-DRUG USE
Meds:,I-DRUG USE
PF,O
Timolol,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
7am,O
Travatan,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
,O
,O
5pm,O
No,O
occupation,O
listed.,O
*****,O
***,O
*********,O
Progress,O
Note,O
*/*/****,O
Impression/Diagnosis:,O
68,O
y.o.,O
female,O
with,O
Ophthalmologic,O
problems:,O
1.,O
Visually,O
significant,O
cortical,O
"cataract,",O
both,O
eyes,O
2.,O
Primary,O
open,O
angle,O
"glaucoma,",O
both,O
"eyes,",O
with,O
borderline,O
pressure,O
control,O
on,O
one,O
medication,O
Plan/Recommendation:,O
1.,O
****,O
cataract,O
"surgery,",O
left,O
eye,O
"first,",O
then,O
"right,",O
with,O
******,O
2.,O
Request,O
VA,O
records,O
HPI:,O
******,O
*,O
****,O
"(********),",O
77,O
y.o.,O
year,O
old,O
male,O
from,O
********,O
:,O
Patient,O
presents,O
with,O
Here,O
because,O
vision,O
seems,O
worse,O
in,O
right,O
eye.,O
Thinks,O
it,O
may,O
be,O
the,O
occlusion.,O
Trouble,O
reading,O
out,O
of,O
right,O
eye.,O
Has,O
new,O
"lenses,",O
but,O
does,O
not,O
think,O
it,O
is,O
the,O
glasses.,O
Has,O
had,O
problems,O
in,O
lower,O
left,O
quadrant.,O
Now,O
seems,O
bigger,O
and,O
*******.,O
Using,B-DRUG USE
Latanoprost,B-DRUG
qhs.,B-FREQUENCY
Chief,O
Complaint:,O
New,O
Glaucoma,O
Evaluation,O
POAG,O
,O
,O
Primary,O
open,O
angle,O
glaucoma,O
HPI:,O
Chief,O
Complaint/HPI:,O
*****,O
*****,O
is,O
a,O
58,O
y.o.,O
male,O
here,O
today,O
with,O
service,O
dog,O
,O
,O
Tiny,O
Has,O
used,O
"brimonidine,",B-DRUG
Timolol,B-DRUG
in,O
the,O
past,O
,O
,B-DRUG STOP
stopped,I-DRUG STOP
because,O
he,O
finished,O
the,O
bottle,O
,O
,O
didn't,O
know,O
why,O
he,O
would,O
continue,O
taking.,B-ADHERENCE
Has,I-ADHERENCE
not,I-ADHERENCE
picked,I-ADHERENCE
up,I-ADHERENCE
his,I-ADHERENCE
Latanoprost,I-DRUG
,I-DRUG
,O
says,O
that,O
hasn't,O
gotten,O
to,O
the,O
pharmacy,O
yet.,O
No,O
noticeable,O
changes,O
to,O
vision,O
since,O
last,O
saw,O
Dr.,O
******,O
,O
,O
vision,O
is,O
kind,O
of,O
blurry,O
both,O
near,O
and,O
far.,O
Left,O
eye,O
gets,O
scratchy,O
when,O
IOP,O
building,O
"up,",O
gets,O
uncomfortable.,O
Eye,B-DRUG USE
meds:,I-DRUG USE
Latanoprost,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
,O
,O
hasn't,O
started,O
Dry,O
eye,O
,O
discussed,O
Punctal,O
plug,O
options,O
post,O
CEIOL,O
PXF,O
glaucoma,O
OD>>OS,O
,O
,O
s/p,O
*****,O
x2,O
"OD,",O
followed,O
by,O
Dr.,O
*******,O
,B-DRUG USE
on,B-DRUG
brimonidine,B-FREQUENCY
BID,B-ROUTE
"OS,",B-ROUTE
timolol,I-ROUTE
qAM,B-DRUG
"OU,",B-FREQUENCY
and,B-ROUTE
latanoprost,I-ROUTE
qHS,O
OU,O
HPI:,O
*****,O
*******,O
"(********),",O
67,O
y.o.,O
year,O
old,O
male,O
from,O
******,O
:,O
Patient,O
presents,O
with:,O
Medical,O
Eye,O
Examination,O
Patient,O
states,O
he,O
has,O
severe,O
glare,O
issues,O
and,O
Dr.,O
*******,O
referred,O
him,O
to,O
COA,O
for,O
cataract,O
eval.,O
He,O
has,O
PXF,O
"glaucoma,",O
very,O
little,O
vision,O
OD.,O
Using,O
IOP,O
drops,O
as,O
Rx'd,O
by,O
*******.,O
MD,O
history:,O
has,O
chronic,O
eye,O
"pain,",O
nothing,O
can,O
be,O
done,O
about,O
"it,",O
glasses,O
off,O
to,O
read,O
Referred,O
by,O
*****,O
******,O
********,O
****,O
*********,O
is,O
a,O
75,O
y.o.,O
female,O
Here,O
for,O
follow,O
up,O
s/p,O
SLT,O
OU.,O
Pt,O
states,O
she,O
has,O
not,O
noticed,O
any,O
changes,O
to,O
her,O
vision,O
since,O
her,O
last,O
visit.,O
Pt,O
denies,O
any,O
new,O
floaters,O
or,O
flashes,O
of,O
light,O
and,O
does,O
not,O
c/o,O
any,O
eye,O
pain,O
or,O
discomfort,O
OU,O
today.,O
Pt,O
did,O
have,O
some,O
eye,O
pain,O
in,O
her,O
right,O
eye,O
that,O
came,O
and,O
went.,O
Sx,O
occurred,O
three,O
separate,O
times,O
and,O
last,O
a,O
few,O
seconds,O
(pain,O
level,O
4).,O
Primary,O
open,O
angle,O
"glaucoma,",O
severe,O
"stage,",O
OS>OD,O
,O
,O
s/p,O
baerveldt,O
OU,O
and,O
s/p,O
trab/*********,O
**,O
in,O
2016,O
w/,O
Dr.,O
**********,O
,O
,O
IOP,O
higher,O
OD,O
than,O
I,O
would,O
like,O
given,O
"nerve,",O
but,O
not,O
at,O
goal,O
of,O
single,O
"digits,",O
Thin,O
CCT,O
,O
,O
vision,O
is,O
down,O
x,O
2,O
"visits,",O
but,O
***,O
***,O
is,O
"flat,",O
question,O
whether,O
it,O
is,O
just,O
that,O
the,O
pinhole,O
is,O
not,O
aligning,O
with,O
his,O
vision.,O
Patient,O
claims,O
vision,O
is,O
the,O
same.,O
Could,O
also,O
be,O
***.,O
Discussed,O
PFAT.,O
,O
,B-DRUG USE
decrease,B-DRUG
pred,I-DRUG
to,B-FREQUENCY
3,I-FREQUENCY
x,I-FREQUENCY
a,B-ROUTE
day,I-ROUTE
OD,O
x,O
1,O
week,O
and,O
taper,O
weekly,O
until,O
off,O
(some,O
confusion,O
with,O
drops),O
,O
,B-DRUG USE
cont.,B-DRUG
cosopt,B-FREQUENCY
BID,B-ROUTE
"OU,",B-DRUG
brimonidine,I-DRUG
and,B-DRUG
latanoprost,B-ROUTE
OD,I-ROUTE
only,O
Chief,O
Complaint:,O
Follow,O
up,O
visit,O
HPI:,O
1,O
month,O
f/u,O
States,O
vision,O
is,O
unchanged.,O
No,O
eye,O
pain.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
Prednisolone,B-DRUG
QID,B-FREQUENCY
OD,B-ROUTE
,O
,O
7am,O
Brimonidine,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
8am,O
Cosopt,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
7:30am,O
Lumigan,B-DRUG
qhs,B-FREQUENCY
OD,B-ROUTE
,O
,O
No,O
occupation,O
listed.,O
INTERVAL,O
HISTORY:,O
*****,O
****,O
******,O
is,O
a,O
8,O
m.o.,O
male,O
from,O
***********,O
accompanied,O
by,O
English,O
speaking,O
father.,O
Here,O
today,O
for,O
2,O
week,O
follow,O
up,O
,O
,O
working,O
on,O
getting,O
him,O
to,O
wear,O
his,O
glasses,O
full,O
"time,",O
has,O
his,O
contact,O
now.,O
****,O
told,O
to,O
leave,O
the,O
contact,O
in,O
between,O
eye,O
appointments,O
,O
,O
they,O
do,O
have,O
to,O
re,O
insert,O
it,O
when,O
it,O
comes,O
out,O
,O
,O
making,O
sure,O
to,O
wash,O
it,O
first.,O
Eye,B-DRUG USE
Medications:,I-DRUG USE
Betoptic,B-DRUG
S,O
qam,B-FREQUENCY
OU,B-ROUTE
,O
,O
8:00AM,O
Assessment,O
&,O
Plan,O
Note:,O
(Assessment,O
&,O
Plan,O
note,O
Last,O
Updated,O
**/*/****),O
Office,O
Visit,O
Written,O
**/*/****,O
by,O
*******,O
*****,O
"POAG,",O
OD,O
,O
,O
"severe,",O
OS,O
,O
,O
mild,O
,O
,O
s/p,O
CEIOL/TRAB,O
OD:,O
*/**/****,O
,O
,O
IOP,O
low,O
with,O
new,O
**********,O
,O
,O
briefly,O
discussed,O
option,O
for,O
revision,O
if,O
VA,O
worsens,O
OD.,O
,O
,O
spontaneous,O
**********,O
OD,O
with,O
hypotony,O
(though,O
IOP,O
the,O
same,O
as,O
when,O
he,O
didn't,O
have,O
**********):,O
,O
,B-DRUG USE
start,B-DRUG
atropine,B-FREQUENCY
BID,B-ROUTE
right,I-ROUTE
eye,I-ROUTE
,O
,O
consider,O
YAG,O
for,O
"PCO,",O
with,O
side,O
benefit,O
of,O
stimulating,O
small,O
amount,O
of,O
inflammation,O
to,O
reduce,O
bleb,O
flow,O
Chief,O
Complaint:,O
Follow,O
up,O
visit,O
HPI:,O
Pt,O
referred,O
back,O
by,O
Dr.********,O
Pt,O
states,O
that,O
he,O
was,O
referred,O
here,O
due,O
to,O
after,O
being,O
dilated,O
Dr.********,O
he,O
noted,O
that,O
he,O
had,O
some,O
"""*****",O
&,O
floaters,O
in,O
the,O
"OD"".",O
C/o,O
of,O
vision,O
blurry,O
in,O
that,O
eye.,O
Occasional,O
flashing,O
mainly,O
notices,O
at,O
night,O
that,O
gives,O
a,O
pulling,O
sensation.,O
Gets,O
floaters,O
that,O
comes,O
and,O
goes.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
Latanoprost,B-DRUG
qhs,B-FREQUENCY
OS,B-ROUTE
,O
,O
9pm,O
Chief,O
Complaint:,O
New,O
Patient,O
Visit,O
HPI,O
(Edited,O
by,O
physician):Referred,O
by,O
Dr.*******,O
for,O
high,O
****,O
"""If",O
IOP,O
not,O
reduced,O
to,O
low,O
teens,O
will,O
refer,O
to,O
glaucoma,O
in,O
"********""",O
per,O
notes.,O
States,O
that,O
vision,O
is,O
very,O
foggy.,O
Denies,O
any,O
eye,O
pain.,O
Eyes,B-***
itch,I-***
from,O
all,O
the,O
drops.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
Rhopressa,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
,O
,O
pts,O
daughter,O
states,O
that,O
the,O
drop,O
was,O
too,O
expensive,O
and,O
not,O
working,O
well,O
enough.,O
**,O
within,O
the,O
last,O
week.,O
Latanoprost,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
,O
,O
10:15am,O
Dorzolamide,B-DRUG
TID,B-FREQUENCY
OU,B-ROUTE
,O
,O
10am,O
Family,O
history,O
of,O
glaucoma?,O
No,O
History,O
of,O
eye,O
trauma?,O
No,O
Asthma/COPD?,O
No,O
Hypotension/*****,O
history?,O
No,O
Migraines/Raynauds?,O
No,O
Steroid,O
use?,O
No,O
Sleep,O
apnea?,O
No,O
Occupation:,O
Retired,O
Chief,O
Complaint:,O
New,O
Glaucoma,O
Evaluation,O
HPI:,O
Referral,O
from,O
Dr.*****,O
and,O
Dr.,O
*****,O
at,O
the,O
********,O
**,O
for,O
POAG,O
,O
,O
had,O
been,O
scheduled,O
surgery,O
OS,O
this,O
year,O
at,O
the,O
VA,O
with,O
Dr.,O
***,O
,O
,O
had,O
to,O
cancel,O
due,O
to,O
broken,O
"hip,",O
then,O
cancelled,O
again,O
due,O
to,O
possible,O
heart,O
failure,O
,O
,O
that,O
came,O
back,O
negative,O
and,O
is,O
here,O
for,O
re,O
evaluation,O
of,O
possible,O
*****,O
Tube.,O
Vision,O
has,O
been,O
getting,O
"worse,",O
but,O
thinks,O
due,O
to,O
progression,O
of,O
cataracts,O
OD,O
possibly,B-ROUTE
due,B-DRUG
to,I-DRUG
oral,I-DRUG
pred.,I-DRUG
Doesn't,I-DRUG
know,O
if,O
glaucoma,O
is,O
worse,O
in,O
left,O
"eye,",O
not,O
dramatic,O
if,O
any,O
changes.,O
Has,O
to,O
block,O
light,O
when,O
it,O
comes,O
in,O
through,O
the,O
window,O
when,O
looking,O
at,O
clock.,O
TAKES,B-DRUG USE
LATANOPROST,B-DRUG
IN,B-FREQUENCY
THE,I-FREQUENCY
MORNING.,I-FREQUENCY
Almost,I-FREQUENCY
finished,I-FREQUENCY
with,I-FREQUENCY
oral,I-FREQUENCY
pred,B-ROUTE
taper.,B-DRUG
Reports,I-DRUG
good,I-DRUG
compliance,I-DRUG
with,B-ADHERENCE
drops.,I-ADHERENCE
Eye,B-DRUG USE
meds:,I-DRUG USE
Simbrinza,B-DRUG
BID,B-FREQUENCY
OS,B-ROUTE
,O
,O
6:00AM,O
Latanoprost,B-DRUG
QHS,B-FREQUENCY
OS,B-ROUTE
,O
,O
6:05AM,O
Prednisone,B-DRUG
3,B-STRENGTH
mg,I-STRENGTH
PO,B-ROUTE
daily,B-FREQUENCY
Family,O
history,O
of,O
glaucoma?,O
No,O
History,O
of,O
eye,O
trauma?,O
No,O
Asthma/COPD?,O
Yes,O
,O
,O
both;,O
born,O
with,O
bronchial,O
"asthma,",O
mainly,O
COPD,O
now,O
Hypotension/*****,O
history?,O
No,O
Migraines/Raynauds?,O
No,O
Steroid,O
use?,O
Yes,O
,B-DRUG
Prednisone,I-DRUG
for,O
Polymyalgia,O
Rheumatica,O
Kidney,O
stones?,O
Yes,O
,O
,O
in,O
the,O
past,O
few,O
months,O
told,O
has,O
tiny,O
one,O
Driving?,O
No,O
Contact,O
lens,O
wear?,O
No,O
Flomax,O
use?,O
In,O
the,O
past,O
Glaucoma,O
Diagnosis:,O
HPI:,O
******,O
*,O
*****,O
is,O
a,O
65,O
y.o.,O
female,O
referred,O
by,O
Dr.,O
*******,O
for,O
a,O
Second,O
opinion,O
on,O
Low,O
Tension,O
Glaucoma,O
OU,O
and,O
possible,O
Trab,O
,O
,O
here,O
today,O
with,O
sister,O
Patient,O
says,O
that,O
vision,O
is,O
stable,O
and,O
she,O
does,O
not,O
currently,O
have,O
any,O
eye,O
pain.,O
She,O
has,O
been,O
off,B-DRUG STOP
all,I-DRUG STOP
drops,O
since,O
around,O
********,O
,O
,O
due,O
to,B-***
swelling,I-***
and,I-***
burning,I-***
and,I-***
redness.,I-***
No,O
flashes,O
of,O
light,O
or,O
floaters,O
in,O
vision.,O
Patient,O
has,O
tried,O
:,O
"Timolol,",B-DRUG
"Latanoprost,",B-DRUG
"Dorzolamide,",B-DRUG
"Simbrinza,",O
"Azopt,",B-DRUG
"Brimonidine,",B-DRUG
Vyzulta,B-DRUG
,O
,O
caused,B-***
toxic,I-***
reaction,I-***
or,O
no,O
improvement,O
MD,O
HPI:,O
Dr.,O
*******,O
recommended,O
a,O
second,O
opinion,O
on,O
current,O
state,O
**,O
her,O
glaucoma.,O
She,O
has,O
not,O
noted,O
any,O
recent,O
changes,O
to,O
her,O
vision,O
and,O
has,O
not,O
noted,O
her,O
superior,O
paracentral,O
loss,O
of,O
her,O
visual,O
field,O
in,O
the,O
left,O
eye.,O
No,O
eye,O
pain.,O
Eye,B-DRUG USE
medications:,I-DRUG USE
NONE,O
Impression/Diagnosis:,O
78,O
y.o.,O
male,O
with,O
Ophthalmologic,O
problems:,O
1.,O
Primary,O
open,O
angle,O
"glaucoma,",O
both,O
"eyes,",O
severe,O
stage,O
in,O
"right,",O
mild,O
stage,O
in,O
"left,",O
with,O
pressure,O
in,O
target,O
range,O
in,O
the,O
left,O
eye,O
on,O
one,O
medication;,O
borderline,O
control,O
in,O
the,O
right,O
eye.,O
Consider,O
adding,O
second,O
medication,O
to,O
right,O
eye,O
2.,O
Optic,O
"neuropathy,",O
right,O
"eye,",O
with,O
reduced,O
color,O
vision,O
3.,O
Old,O
retinal,O
"detachment,",O
left,O
"eye,",O
stable,O
Plan/Recommendation:,O
1.,O
Continue,B-DRUG USE
latanoprost,B-DRUG
nightly,B-FREQUENCY
OU,B-ROUTE
Return,O
in,O
about,O
4,O
months,O
(around,O
*/*/****),O
for,O
Pressure,O
"check,",O
Glaucoma,O
***.,O
Call,O
for,O
decreased,O
"vision,",O
increased,O
"distortion,",O
increased,O
"pain,",O
new,O
floaters,O
or,O
flashing,O
lights.,O
Glaucoma,O
Diagnosis:,O
HPI:,O
*******,O
*,O
********,O
is,O
a,O
85,O
y.o.,O
female,O
accompanied,O
by,O
daughter,O
***,O
****,O
*****,O
valve,O
+corneal,O
patch,O
graft,O
OS,O
(**/**/**),O
Patient,O
is,O
tapering,B-DRUG USE
Prednisone,B-DRUG
now,O
for,O
gout,O
in,O
hand,O
,O
,B-DURATION
12,I-DURATION
day,I-DURATION
taper,O
(been,O
on,O
it,O
for,O
10,O
days,O
now),O
Wants,O
to,O
know,O
when,O
she,O
can,O
get,O
new,O
glasses,O
and,O
if,O
the,O
cataracts,O
are,O
causing,O
blurriness.,O
Has,O
appointment,O
with,O
Dr.,O
********,O
next,O
week,O
(ophthalmologist).,O
Good,B-ADHERENCE
drop,I-ADHERENCE
compliance.,I-ADHERENCE
Would,O
like,O
clarification,O
on,O
activity,O
restrictions.,O
Also,O
says,O
sometimes,O
she,O
get,O
FB,O
sensation,O
"OS,",O
not,O
right,O
now.,O
She,O
says,O
she,O
mostly,O
notices,O
it,O
when,O
she,O
is,O
thinking,O
about,O
it.,O
Mostly,O
wants,O
to,O
know,O
if,O
the,O
surgery,O
worked,O
,O
,O
mentioned,O
something,O
about,O
a,O
'tube,O
coming,O
out,O
of,O
her,O
eye'.,O
Eye,B-DRUG USE
medications:,I-DRUG USE
Dorzolamide,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
8:00am,O
Latanoprost,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
,O
,O
10pm,O
Assessment,O
and,O
Plan,O
1.,O
POAG/PXF,O
OS>>OD,O
,O
,O
***#2,O
s/p,O
*****,O
**.,O
*****,O
well.,O
2.,O
Cataracts,O
**,O
,O
,O
***,O
require,O
phaco/IOL,O
locally,O
Continue,B-DRUG USE
Dorzolamide,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
Continue,B-DRUG USE
Latanoprost,B-DRUG
qHS,B-FREQUENCY
OU,B-ROUTE
Refer,O
back,O
to,O
Dr.,O
********,O
for,O
routine,O
eye,O
"care,",O
including,O
cataract,O
eval,O
RTC,O
here,O
prn,O
The,O
attending,O
physician,O
is,O
responsible,O
for,O
and,O
agrees,O
with,O
the,O
entire,O
content,O
of,O
the,O
note,O
and,O
has,O
personally,O
performed,O
the,O
HPI,O
and,O
the,O
physical,O
examination.,O
Assessment,O
IMPRESSION:,O
76,O
y.o.,O
male,O
with,O
Ophthalmologic,O
problems:,O
Primary,O
open,O
angle,O
glaucoma,O
of,O
both,O
"eyes,",O
indeterminate,O
stage,O
Notable,O
optic,O
nerve,O
cupping,O
OU,O
(OD>OS).,O
Also,O
has,O
notably,O
elevated,O
IOP,O
OU,O
(OD>OS),O
,O
,O
33,O
OD,O
and,O
26,O
OS,O
by,O
my,O
measurement.,O
No,O
family,O
history,O
of,O
glaucoma.,O
Denies,O
any,O
knowledge,O
of,O
having,O
glaucoma.,O
Discussed,O
with,O
patient,O
in,O
"detail,",O
including,O
that,O
his,O
nerve,O
are,O
highly,O
suspicious,O
for,O
"glaucoma,",O
particularly,O
in,O
light,O
of,O
his,O
elevated,O
IOP.,O
,O
I,O
recommend,O
starting,O
IOP,O
lowering,O
therapy,O
,O
,O
discussed,O
the,O
r/b/a,O
and,O
he,O
would,O
like,O
to,O
proceed,O
,O
****,B-DRUG USE
start,B-DRUG
latanoprost,B-FREQUENCY
qhs,B-ROUTE
OU,I-ROUTE
,O
****,O
also,O
obtain,O
baseline,O
glaucoma,O
testing;,O
HVF,O
24,O
2,O
and,O
***,O
RNFL,O
,O
Follow,O
up,O
in,O
6,O
weeks,O
for,O
IOP,O
check,O
and,O
pachymetry,O
Chief,O
Complaint:,O
New,O
Patient,O
Visit,O
HPI,O
(Edited,O
by,O
physician):Referred,O
by,O
Dr.*******,O
for,O
Glaucoma,O
Eval,O
,O
,O
second,O
opinion,O
as,O
well,O
noticeable,O
decrease,O
in,O
**,O
+,O
***,O
&,O
significant,O
cupping,O
OS,O
C/o,O
of,O
vision,O
*******,O
"*******,",O
dark,O
images,O
&,O
sporadic,O
visual,O
impairments.,O
As,O
well,O
as,O
halos,O
&,O
glare.,O
Occasional,O
double,O
vision,O
when,O
*******,O
in,O
the,O
"OD,",O
images,O
are,O
vertical.,O
Unsure,O
if,O
OS,O
has,O
double,O
vision.,O
Has,O
"""painless""",O
ocular,O
migraines,O
that,O
began's,O
with,O
black,O
hole,O
and,O
eventually,O
********,O
lights,O
moves,O
across,O
vision,O
OU.,O
Has,O
floaters,O
OU,O
that,O
comes,O
and,O
go,O
as,O
well,O
as,O
flashing.,O
No,O
eye,O
pain/discomfort.,O
25,O
years,O
ago,O
had,O
negative,O
MRI,O
scan,O
and,O
determined,O
to,O
have,O
"glaucoma,",O
but,O
then,O
moved,O
twice,O
and,O
other,O
O.D.,O
never,O
mentioned,O
again,O
and,O
was,O
not,O
treated.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
*****,B-DRUG
*****,I-DRUG
Family,O
history,O
of,O
glaucoma?,O
Unknown,O
believes,O
his,O
Uncle.,O
History,O
of,O
eye,O
trauma?,O
Yes,O
,O
Retinal,O
detachment,O
OS,O
happened,O
during,O
*******.,O
Asthma/COPD?,O
No,O
Hypotension/*****,O
history?,O
No,O
Migraines/Raynauds?,O
Yes,O
,O
,O
painless,O
migraines,O
Steroid,O
use?,O
No,O
Sleep,O
apnea?,O
No,O
Occupation:,O
********,O
*****,O
Eye,B-DRUG USE
medications:,I-DRUG USE
Patched,B-DRUG
OD,B-ROUTE
Ofloxacin,B-DRUG
BID,B-FREQUENCY
OD,B-ROUTE
,O
,O
12:30PM,O
Timolol,B-DRUG
2x/day,B-FREQUENCY
OS,B-ROUTE
,O
,O
11:45AM,O
Dorzolamide,B-DRUG
3x/day,B-FREQUENCY
OS,B-ROUTE
,O
,O
10:00AM,O
Lumigan,B-DRUG
